name,rating,ctype,highly_rated,critically_rated
IonIdea,3.1,Software Product,"Promotions, Skill Development, Work Satisfaction",
JCBL,3.4,Auto Components,"Job Security, Promotions, Company Culture",
Dr. Ram Manohar Lohia Hospital,4.3,Healthcare,"Skill Development, Work Life Balance, Work Satisfaction",
Partha Dental,3.7,Healthcare,"Company Culture, Job Security, Promotions",
Avantha Technologies,3.4,IT Services & Consulting,"Promotions, Job Security, Skill Development",
Shubhalakshmi Polyesters,3.7,Fashion & Textile,"Promotions, Salary, Company Culture",
KK Spun Pipes,3.2,Industrial Machinery,"Salary, Job Security, Promotions",
Unipath Specialty Laboratory,3.7,Healthcare,Job Security,"Promotions, Salary, Work Satisfaction"
Orange City Water,3.7,Waste Management,"Promotions, Job Security, Salary",
JConnect Infotech,3.5,Recruitment,"Promotions, Job Security, Work Satisfaction",
Enercon,4.0,Power,"Work Life Balance, Company Culture, Job Security",Promotions
Bhartiya International,3.5,Fashion & Textile,"Promotions, Company Culture, Work Satisfaction",
Replicon,3.5,Software Product,"Promotions, Work Satisfaction, Skill Development",
BIZONGO,3.2,Emerging Technologies,"Job Security, Work Satisfaction, Promotions",
IonIdea,3.1,Software Product,"Promotions, Skill Development, Work Satisfaction",
Dr. Ram Manohar Lohia Hospital,4.3,Healthcare,"Skill Development, Work Life Balance, Work Satisfaction",
Partha Dental,3.7,Healthcare,"Company Culture, Job Security, Promotions",
Avantha Technologies,3.4,IT Services & Consulting,"Promotions, Job Security, Skill Development",
Shubhalakshmi Polyesters,3.7,Fashion & Textile,"Promotions, Salary, Company Culture",
JConnect Infotech,3.5,Recruitment,"Promotions, Job Security, Work Satisfaction",
Orange City Water,3.7,Waste Management,"Promotions, Job Security, Salary",
The Knowledge Academy,2.6,Education & Training,"Promotions, Company Culture, Work Satisfaction",
Unicorn DenMart,4.0,Medical Equipment,"Skill Development, Salary, Work Satisfaction",
Intec Infra-Technologies,3.8,Gurugram +5 other locations,"Salary, Job Security",Company Culture
Tamilnadu Petroproducts,4.1,Petrochemicals,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Mahanadi Coalfields,4.5,Metals & Mining,"Job Security, Salary, Company Culture",
Rysun Labs,3.3,IT Services & Consulting,"Job Security, Promotions, Company Culture",
F5 Networks,3.2,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction",
RxLogix Corporation,2.2,Software Product,"Work Life Balance, Company Culture, Work Satisfaction",
M Tech Innovations,3.7,Electronics Manufacturing,"Job Security, Skill Development",Promotions
Continental Carbon India,3.7,Chemicals,"Work Life Balance, Job Security","Promotions, Company Culture, Work Satisfaction"
Exim Logistics,4.1,Logistics,"Skill Development, Company Culture, Work Life Balance",
Kartavya Healtheon,3.7,Internet,Promotions,
Avinash Group,3.6,Real Estate,"Job Security, Promotions, Work Satisfaction",
Satec Envir Engineering (I),4.2,Engineering & Construction,"Salary, Work Life Balance, Company Culture",
MedTourEasy,4.8,Internet,"Work Life Balance, Work Satisfaction, Skill Development",
Rolls-Royce,3.9,Defence & Aerospace,"Work Life Balance, Company Culture",Promotions
Elektrobit India,4.1,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",Promotions
Bhartiya International,3.5,Fashion & Textile,"Promotions, Company Culture, Work Satisfaction",
Enercon,4.0,Power,"Work Life Balance, Company Culture, Job Security",Promotions
Auditics Private Limited,3.8,Accounting & Auditing,Work Life Balance,Promotions
Thermo Systems India,4.1,Semiconductors,"Salary, Work Life Balance, Job Security",
Sikka Group,3.4,Real Estate,"Promotions, Salary, Job Security",
Rinder India,4.0,Automobile,"Skill Development, Company Culture, Work Life Balance",
Franciscan Solutions,2.8,IT Services & Consulting,"Promotions, Company Culture, Salary",
Payswiff Solutions,4.0,FinTech,"Job Security, Company Culture, Work Life Balance",Promotions
Zeta Global,3.3,Software Product,"Promotions, Skill Development, Company Culture",
Teach For India,3.6,Non-Profit,"Promotions, Salary, Work Life Balance",
Ki Mobility Solution,3.3,Software Product,"Promotions, Company Culture, Work Satisfaction",
Deccan iServices,3.7,Chennai +7 other locations,"Job Security, Skill Development","Promotions, Salary"
Vibracoustic,3.6,Automobile,"Promotions, Job Security, Work Life Balance",
Everest Group,2.8,Analytics & KPO,"Work Satisfaction, Skill Development, Promotions",
Jasper Industries,4.1,Automobile,"Work Life Balance, Company Culture, Skill Development",Promotions
Head Digital Works,4.3,Gaming,"Salary, Company Culture, Work Life Balance",
Durr India,3.4,Industrial Automation,"Promotions, Work Satisfaction, Salary",
Ceigall,3.2,Engineering & Construction,"Promotions, Job Security, Company Culture",
Brindavan Beverages,3.9,Beverage,"Promotions, Salary",
thinkbridge,3.5,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction",
First Solar,4.0,Internet,"Work Life Balance, Job Security, Company Culture",Promotions
Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,4.0,Government,"Skill Development, Work Life Balance, Work Satisfaction","Promotions, Job Security, Salary"
Jharkhand State Livelihood Promotion Society,3.6,Government,"Promotions, Salary, Job Security",
Theorem Incorporation,3.3,Marketing & Advertising,"Promotions, Salary, Job Security",
Tata Ficosa Automotive Systems,,Auto Components,"Promotions, Work Satisfaction, Company Culture",
Pioneer e Solutions,3.6,IT Services & Consulting,"Job Security, Promotions, Company Culture",
Agilent Technologies International,4.1,Gurugram +7 other locations,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development"
Gopaljee Dairy Foods,4.4,Food Processing,"Work Satisfaction, Skill Development, Salary",
E C R Buildtech,3.9,Engineering & Construction,Skill Development,
Delval Flow Controls,4.2,Industrial Machinery,"Job Security, Company Culture, Skill Development",
Interglobe Air Transport,3.4,Aviation,"Salary, Work Life Balance, Promotions",
Vasant Masala,4.1,Retail,"Work Life Balance, Company Culture, Salary",Promotions
Aurolab,3.9,Medical Equipment,Skill Development,"Promotions, Salary"
Donaldson India Filter Systems,3.9,Industrial Machinery,"Work Life Balance, Salary, Company Culture","Promotions, Skill Development"
Interglobe Air Transport,3.4,Aviation,"Salary, Work Life Balance, Promotions",
E C R Buildtech,3.9,Engineering & Construction,Skill Development,
Delval Flow Controls,4.2,Industrial Machinery,"Job Security, Company Culture, Skill Development",
Rubicon Skill Development,2.6,Pune +13 other locations,"Job Security, Promotions, Salary",
Jasper Industries,4.1,Automobile,"Work Life Balance, Company Culture, Skill Development",Promotions
Donaldson India Filter Systems,3.9,Industrial Machinery,"Work Life Balance, Salary, Company Culture","Promotions, Skill Development"
Everest Group,2.8,Analytics & KPO,"Work Satisfaction, Skill Development, Promotions",
Head Digital Works,4.3,Gaming,"Salary, Company Culture, Work Life Balance",
Multi Commodity Exchange of India,3.3,Financial Services,Job Security,"Promotions, Company Culture, Work Satisfaction"
Simpl,2.9,Internet,"Job Security, Promotions, Company Culture",
Durr India,3.4,Industrial Automation,"Promotions, Work Satisfaction, Salary",
Aurolab,3.9,Medical Equipment,Skill Development,"Promotions, Salary"
Simple Logic IT,3.4,IT Services & Consulting,"Promotions, Work Satisfaction, Work Life Balance",
Inorbit Mall,4.1,Retail,"Job Security, Skill Development, Salary",
High Street Essentials,3.6,Retail,"Promotions, Job Security, Work Satisfaction",
AKM Global,4.1,Accounting & Auditing,"Work Life Balance, Company Culture, Skill Development",
KLM Laboratories,3.7,Pharma,"Promotions, Salary, Skill Development",
NELCAST,3.7,Iron & Steel,Job Security,"Promotions, Salary, Company Culture"
Augustus Healthcare Solutions,3.7,Healthcare,"Company Culture, Promotions, Skill Development",
Sarla Advantech,3.9,Engineering & Construction,"Job Security, Work Life Balance",Promotions
Magma Housing Finance,4.5,Financial Services,"Work Satisfaction, Job Security, Company Culture",
Enova Facilities Management LLC,4.2,Facility Management Services,"Work Satisfaction, Job Security, Skill Development",Promotions
Sabyasachi Couture,3.8,Fashion & Textile,"Promotions, Skill Development, Company Culture",
Isprava,3.1,Real Estate,"Promotions, Work Satisfaction, Job Security",
Eagleview,3.3,Software Product,"Promotions, Job Security, Work Satisfaction",
Uno Minda Kyoraku,3.8,Automobile,"Job Security, Skill Development, Salary",
Muvi,4.0,Internet,"Company Culture, Work Life Balance, Work Satisfaction",Job Security
Classcanyon,4.5,Education & Training,"Company Culture, Work Life Balance, Promotions",
MoreTasks,4.4,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction",
Cape East,3.4,Industrial Machinery,"Company Culture, Promotions, Work Life Balance",
Future Consumer,4.4,FMCG,"Company Culture, Work Life Balance, Work Satisfaction",
Bill Forge,4.2,Auto Components,"Company Culture, Work Satisfaction, Skill Development",Promotions
IREP Credit Capital,4.1,Financial Services,"Company Culture, Work Life Balance, Work Satisfaction",
Airtel Business,3.5,Telecom,"Promotions, Work Satisfaction, Company Culture",
Rich Graviss Products,4.1,FMCG,"Skill Development, Salary, Company Culture",Promotions
Sumeru Software Solutions,3.3,IT Services & Consulting,"Promotions, Job Security, Company Culture",
CBSE,4.3,Education & Training,"Skill Development, Company Culture, Work Satisfaction",
Corbus,3.4,IT Services & Consulting,"Work Life Balance, Job Security","Salary, Promotions, Skill Development"
Vortex Engineering,4.0,IT Services & Consulting,Work Life Balance,"Promotions, Salary"
Volvo Construction Equipment,4.3,Industrial Machinery,"Company Culture, Work Life Balance, Work Satisfaction",
Enlink Managed Service pvt Ltd.,3.2,IT Services & Consulting,"Promotions, Skill Development, Work Satisfaction",
VFS Capital,3.6,NBFC,Company Culture,"Promotions, Salary"
Unicommerce Esolutions,3.0,Software Product,"Promotions, Salary, Company Culture",
Akrivia Automation,4.3,IT Services & Consulting,"Skill Development, Salary, Work Life Balance",
Cyntexa,3.3,IT Services & Consulting,Skill Development,"Job Security, Promotions, Salary"
Unschool Learning,3.3,EdTech,"Salary, Job Security, Promotions",
HelpAge India,4.0,Non-Profit,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Lupin Diagnostics,4.0,Medical Equipment,"Salary, Company Culture, Job Security",
Flexsin Technologies,3.9,IT Services & Consulting,"Job Security, Skill Development, Work Life Balance",
T&N Business Services,4.7,Recruitment,"Skill Development, Company Culture, Work Life Balance",
Ayu Health Hospitals,3.6,Healthcare,"Job Security, Promotions, Skill Development",
AstroTalk,3.3,Internet,"Job Security, Promotions, Work Satisfaction",
Axis Securities and Sales,3.5,Mumbai +58 other locations,"Promotions, Work Satisfaction, Skill Development",
DDB Mudra Group,3.6,Marketing & Advertising,"Promotions, Work Satisfaction, Skill Development",
Sundyota Numandis Pharmaceuticals,3.9,Pharma,"Job Security, Company Culture, Work Life Balance",
Msc Cruises,4.3,Ports & Shipping,"Company Culture, Work Life Balance, Work Satisfaction",
Delhi Integrated Multi Modal Transit System,3.7,Government,Work Life Balance,"Promotions, Skill Development, Salary"
Linedata,2.9,Internet,"Work Satisfaction, Promotions, Skill Development",
Apollomedics Super Speciality Hospitals,4.0,Healthcare,"Job Security, Skill Development, Work Life Balance",
Shivalik Rasayan,3.5,Agro Chemicals,"Promotions, Salary, Company Culture",
Nitika Pharmaceutical Specialities,3.5,Pharma,"Promotions, Work Life Balance, Work Satisfaction",
Casepoint,3.3,IT Services & Consulting,"Salary, Promotions, Work Life Balance",
Kirtane & Pandit,3.5,Accounting & Auditing,"Salary, Promotions, Skill Development",
Vasavi Group,3.8,Real Estate,Work Life Balance,"Job Security, Promotions"
Vehant Technologies,4.0,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance",Work Satisfaction
Corbus,3.4,IT Services & Consulting,"Work Life Balance, Job Security","Salary, Promotions, Skill Development"
Volvo Construction Equipment,4.3,Industrial Machinery,"Company Culture, Work Life Balance, Work Satisfaction",
VFS Capital,3.6,NBFC,Company Culture,"Promotions, Salary"
Vortex Engineering,4.0,IT Services & Consulting,Work Life Balance,"Promotions, Salary"
Akrivia Automation,4.3,IT Services & Consulting,"Skill Development, Salary, Work Life Balance",
Enlink Managed Service pvt Ltd.,3.2,IT Services & Consulting,"Promotions, Skill Development, Work Satisfaction",
Unschool Learning,3.3,EdTech,"Salary, Job Security, Promotions",
Cyntexa,3.3,IT Services & Consulting,Skill Development,"Job Security, Promotions, Salary"
Unicommerce Esolutions,3.0,Software Product,"Promotions, Salary, Company Culture",
CBSE,4.3,Education & Training,"Skill Development, Company Culture, Work Satisfaction",
HelpAge India,4.0,Non-Profit,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Mcpi,4.3,Chemicals,"Skill Development, Company Culture, Work Life Balance",Promotions
Vega Industries,4.0,Beauty & Personal Care,"Company Culture, Work Life Balance, Salary",
BEO Software,4.2,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Shrachi Group,2.5,Real Estate,"Promotions, Company Culture, Job Security",
SanDisk India Device Design Centre,3.8,Hardware & Networking,"Work Life Balance, Company Culture","Promotions, Job Security"
Kaseya Software,3.3,Software Product,"Promotions, Skill Development, Work Satisfaction",
Liebherr,3.8,Industrial Machinery,"Job Security, Salary",Promotions
HTIC Global,3.6,Management Consulting,Salary,"Job Security, Work Life Balance, Work Satisfaction"
Creativelipi Webtech,2.8,IT Services & Consulting,"Promotions, Skill Development, Salary",
SAGE Publications,3.2,Media & Entertainment,Work Life Balance,"Promotions, Salary, Work Satisfaction"
Costa Coffee,3.7,Beverage,Salary,Promotions
SightSpectrum Technology Solutions,3.3,IT Services & Consulting,"Job Security, Promotions, Company Culture",
Rozana Rural Commerce Private Limited,3.1,Internet,"Job Security, Promotions, Company Culture",
Advance Auto Parts,3.5,Auto Components,"Salary, Work Life Balance","Job Security, Promotions, Skill Development"
Apicore Pharmaceuticals,3.7,Pharma,"Work Life Balance, Company Culture",Salary
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.3,Accounting & Auditing,"Promotions, Salary, Company Culture",
eBIZ.com,2.6,EdTech,"Job Security, Salary, Work Satisfaction",
Safeducate,4.1,Education & Training,"Company Culture, Skill Development, Work Life Balance",Promotions
Meenakshi Mission Hospital & Research Centre,4.1,Healthcare,"Job Security, Work Life Balance, Work Satisfaction","Salary, Promotions"
Chandan Healthcare,3.2,Healthcare,"Work Satisfaction, Promotions, Company Culture",
Alcove Realty,3.9,Real Estate,"Skill Development, Company Culture",
BAIF Development Research Foundation,3.7,Non-Profit,Job Security,"Salary, Promotions"
Scymes Services,3.5,IT Services & Consulting,"Promotions, Job Security, Salary",
Polestar Consulting,4.3,IT Services & Consulting,"Company Culture, Job Security, Salary",
Meil Anpara Power,3.9,Sonbhadra +11 other locations,"Work Life Balance, Salary",Promotions
Apicore Pharmaceuticals,3.7,Pharma,"Work Life Balance, Company Culture",Salary
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.3,Accounting & Auditing,"Promotions, Salary, Company Culture",
Shrachi Group,2.5,Real Estate,"Promotions, Company Culture, Job Security",
Kaseya Software,3.3,Software Product,"Promotions, Skill Development, Work Satisfaction",
Creativelipi Webtech,2.8,IT Services & Consulting,"Promotions, Skill Development, Salary",
Liebherr,3.8,Industrial Machinery,"Job Security, Salary",Promotions
ValGenesis,3.0,Software Product,"Company Culture, Work Satisfaction, Job Security",
Systech Solutions,3.6,Analytics & KPO,Skill Development,"Promotions, Company Culture, Work Life Balance"
Scymes Services,3.5,IT Services & Consulting,"Promotions, Job Security, Salary",
Embassy Group,4.0,Real Estate,"Company Culture, Work Life Balance, Job Security",
BEO Software,4.2,IT Services & Consulting,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Polestar Consulting,4.3,IT Services & Consulting,"Company Culture, Job Security, Salary",
Pasa Resources,3.5,Agro Chemicals,"Promotions, Company Culture, Work Satisfaction",
SightSpectrum Technology Solutions,3.3,IT Services & Consulting,"Job Security, Promotions, Company Culture",
Ogilvy,3.6,Marketing & Advertising,"Promotions, Salary, Work Satisfaction",
Norwin Technologies,3.9,IT Services & Consulting,"Work Life Balance, Salary, Company Culture","Promotions, Job Security"
Reynolds,4.3,Other,"Work Life Balance, Salary, Company Culture",
Damro Furniture,3.5,Furniture & Furnishing,"Promotions, Skill Development, Work Satisfaction",
Abryl Laboratories Manufacturing Unit,3.7,Pharma,Salary,"Company Culture, Job Security"
Abryl Laboratories Manufacturing Unit,3.7,Pharma,Salary,"Company Culture, Job Security"
Concorde Motors,3.8,Automobile,"Company Culture, Work Satisfaction, Work Life Balance","Promotions, Salary"
Dream Plast India,3.7,Industrial Machinery,Promotions,
HomeShop18,4.0,Internet,"Skill Development, Job Security, Company Culture",
Amp Motors,3.9,Automobile,"Work Life Balance, Job Security",Promotions
PerkinElmer,4.2,Pharma,"Work Life Balance, Company Culture, Work Satisfaction",
Accentuate Technology,4.0,IT Services & Consulting,"Company Culture, Work Life Balance, Job Security",
Space Matrix Design Consultants,3.6,Architecture & Interior Design,"Work Life Balance, Work Satisfaction, Promotions",
Global Trade Plaza,4.8,Internet,"Company Culture, Work Life Balance, Work Satisfaction",
Thoucentric,3.8,Management Consulting,"Work Life Balance, Company Culture, Job Security",Promotions
DIC India,3.7,Chemicals,Job Security,"Promotions, Work Satisfaction"
Planit Testing India,3.2,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction",
Virtuoso,3.6,Industrial Automation,"Promotions, Salary, Job Security",
ADINATH MOTORS,3.7,New Delhi +81 other locations,"Promotions, Salary, Company Culture",
MRI Software,3.3,Software Product,"Promotions, Skill Development, Salary",
Shilpa Biologicals,2.8,Dharwad +10 other locations,"Job Security, Company Culture, Work Satisfaction",
Pace Power Systems,3.5,Electrical Equipment,"Promotions, Salary, Skill Development",
Log 9 Materials Scientific,3.3,Emerging Technologies,"Job Security, Promotions, Work Satisfaction",
Dr D Y Patil Medical College,4.1,Healthcare,"Work Life Balance, Company Culture, Job Security","Promotions, Salary"
Shri Mahant Indiresh Hospital,3.3,Healthcare,"Promotions, Salary, Company Culture",
Hestabit Technologies,3.8,IT Services & Consulting,"Skill Development, Salary",
Xcaliber Infotech,3.1,IT Services & Consulting,"Company Culture, Job Security, Promotions",
Advaith Motors,4.2,Automobile,"Skill Development, Job Security, Work Life Balance",Promotions
Batra Hospital,3.7,Healthcare,"Promotions, Salary, Work Satisfaction",
CapGrid Solutions,3.8,Internet,"Salary, Company Culture, Work Life Balance",
Alice Blue Commodities,2.9,FinTech,"Salary, Promotions, Company Culture",
Frost & Sullivan,3.0,Management Consulting,"Promotions, Salary, Skill Development",
Shri Kshetra Dharmasthala Rural Development Project,4.0,Bengaluru +49 other locations,"Company Culture, Work Life Balance, Job Security",
Samvardhana Motherson Auto Component,3.8,Electrical Equipment,Job Security,
Virtuoso,3.6,Industrial Automation,"Promotions, Salary, Job Security",
Thoucentric,3.8,Management Consulting,"Work Life Balance, Company Culture, Job Security",Promotions
Global Trade Plaza,4.8,Internet,"Company Culture, Work Life Balance, Work Satisfaction",
Planit Testing India,3.2,IT Services & Consulting,"Promotions, Company Culture, Work Satisfaction",
Space Matrix Design Consultants,3.6,Architecture & Interior Design,"Work Life Balance, Work Satisfaction, Promotions",
MRI Software,3.3,Software Product,"Promotions, Skill Development, Salary",
BlueBinaries Engineering and Solutions,2.7,Software Product,"Job Security, Work Satisfaction, Promotions",
SDP & Associates (Office),3.7,Accounting & Auditing,"Promotions, Job Security, Skill Development",
Sobha Constructions,3.5,Engineering & Construction,"Work Life Balance, Promotions, Work Satisfaction",
Rabindranath Tagore International Institute of Cardiac Sciences,3.8,Healthcare,Skill Development,"Promotions, Salary"
Dedicated Freight Corridor Corporation Of India,4.0,Government,"Work Life Balance, Work Satisfaction",Promotions
Community Health Center,4.3,Healthcare,"Work Life Balance, Work Satisfaction, Company Culture",Promotions
Specsmakers Opticians,3.6,Retail,"Promotions, Company Culture, Job Security",
Batra Hospital,3.7,Healthcare,"Promotions, Salary, Work Satisfaction",
Shine,2.8,Internet,"Promotions, Company Culture, Work Satisfaction",
Samvardhana Motherson Auto Component,3.8,Electrical Equipment,Job Security,
Shri Kshetra Dharmasthala Rural Development Project,4.0,Bengaluru +49 other locations,"Company Culture, Work Life Balance, Job Security",
Alice Blue Commodities,2.9,FinTech,"Salary, Promotions, Company Culture",
Advaith Motors,4.2,Automobile,"Skill Development, Job Security, Work Life Balance",Promotions
CapGrid Solutions,3.8,Internet,"Salary, Company Culture, Work Life Balance",
Xcaliber Infotech,3.1,IT Services & Consulting,"Company Culture, Job Security, Promotions",
Hestabit Technologies,3.8,IT Services & Consulting,"Skill Development, Salary",
Frost & Sullivan,3.0,Management Consulting,"Promotions, Salary, Skill Development",
Casino Air Caterers & Flight Services,4.1,Facility Management Services,"Job Security, Skill Development, Company Culture","Promotions, Salary"
Magnum Group,3.2,BPO,"Promotions, Salary, Work Satisfaction",
GIRDHARI LAL CONSTRUCTIONS,3.9,Engineering & Construction,Salary,
CignaTTk Health Insurance,3.8,Insurance,Work Life Balance,Promotions
FMI Automotive Components,4.1,Auto Components,"Work Life Balance, Company Culture, Job Security",Promotions
Hykon,4.4,Electronics Manufacturing,"Skill Development, Work Life Balance, Work Satisfaction",
SysArc Infomatix,3.5,FinTech,"Promotions, Salary, Company Culture",
Oerlikon Graziano Transmission,4.3,Industrial Machinery,"Company Culture, Work Life Balance, Job Security",
Swastik Infralogics Private Limited,3.8,Engineering & Construction,"Promotions, Salary",
FMI Automotive Components,4.1,Auto Components,"Work Life Balance, Company Culture, Job Security",Promotions
SAI Consulting Engineers,4.2,Engineering & Construction,"Company Culture, Work Life Balance, Salary",
IndiaLends,3.3,Financial Services,"Job Security, Promotions, Work Satisfaction",
Ocl Iron & Steel,3.6,Iron & Steel,"Promotions, Salary, Company Culture",
Hykon,4.4,Electronics Manufacturing,"Skill Development, Work Life Balance, Work Satisfaction",
Agility E Services,3.7,IT Services & Consulting,Work Life Balance,"Promotions, Job Security, Salary"
Veeraraghavan & Company,3.0,Accounting & Auditing,"Promotions, Company Culture, Salary",
SysArc Infomatix,3.5,FinTech,"Promotions, Salary, Company Culture",
Icomm Tele,4.1,Telecom,"Job Security, Work Satisfaction, Skill Development","Promotions, Salary"
RealEstateIndia.com,4.8,Real Estate,"Work Life Balance, Work Satisfaction, Promotions",
Great White Global,3.9,Electrical Equipment,"Work Life Balance, Job Security, Company Culture",Promotions
Toll Group,3.9,Logistics,"Work Life Balance, Company Culture, Salary",Promotions
Spinco Biotech,3.5,Biotechnology,"Promotions, Company Culture, Work Satisfaction",
Interra Information Technologies,3.1,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction",
Dr. Amin Controllers,3.8,Engineering & Construction,"Promotions, Salary",
Hindustan Colas,3.4,Engineering & Construction,Job Security,"Promotions, Work Life Balance, Company Culture"
OakNorth,2.7,Banking,"Work Life Balance, Job Security, Company Culture",
Stanadyne India,3.9,Auto Components,Work Life Balance,"Promotions, Salary, Job Security"
Million Minds Management Services,3.5,Recruitment,"Promotions, Job Security, Salary",
Geodis Overseas,3.3,Logistics,"Promotions, Job Security, Salary",
Uttam Strips,3.3,Iron & Steel,"Promotions, Company Culture, Work Satisfaction",
Sarvatra Technologies,4.3,IT Services & Consulting,"Job Security, Work Life Balance, Company Culture",
Solaris Chemtech,4.5,Chemicals,"Skill Development, Company Culture, Job Security",
Paperpedia,1.9,EdTech,"Job Security, Work Life Balance, Work Satisfaction",
Shri Ram Finance Corporation,3.0,Financial Services,"Job Security, Salary, Work Satisfaction",
Baxter Pharmaceuticals,4.2,Pharma,"Work Life Balance, Company Culture, Work Satisfaction",Promotions
Arundhati Jewellers,3.6,Jewellery,"Work Life Balance, Work Satisfaction, Promotions",
Great White Global,3.9,Electrical Equipment,"Work Life Balance, Job Security, Company Culture",Promotions
Dr. Amin Controllers,3.8,Engineering & Construction,"Promotions, Salary",
Interra Information Technologies,3.1,IT Services & Consulting,"Job Security, Promotions, Work Satisfaction",
Spinco Biotech,3.5,Biotechnology,"Promotions, Company Culture, Work Satisfaction",
Toll Group,3.9,Logistics,"Work Life Balance, Company Culture, Salary",Promotions
Icomm Tele,4.1,Telecom,"Job Security, Work Satisfaction, Skill Development","Promotions, Salary"
RealEstateIndia.com,4.8,Real Estate,"Work Life Balance, Work Satisfaction, Promotions",
Hindustan Colas,3.4,Engineering & Construction,Job Security,"Promotions, Work Life Balance, Company Culture"
J&F,3.6,Engineering & Construction,"Promotions, Salary",
More Mega Store,4.2,Retail,"Skill Development, Salary, Work Satisfaction",
Shobhit Mediworld,3.9,Lucknow +20 other locations,"Skill Development, Company Culture","Promotions, Salary"
Altigreen Propulsion Labs,3.5,Electronics Manufacturing,Work Life Balance,"Job Security, Promotions, Salary"
Karam Industries,3.9,Engineering & Construction,"Job Security, Company Culture, Work Life Balance","Promotions, Salary"
Edac Engineering,3.9,Engineering & Construction,"Skill Development, Company Culture, Work Satisfaction",
KollegeApply,3.9,EdTech,"Company Culture, Work Satisfaction, Skill Development",
Bimbo Bakeries India,3.6,FMCG,"Promotions, Company Culture, Work Satisfaction",
MAHLE Engine Components,3.9,Automobile,Work Life Balance,"Promotions, Salary, Job Security"
Louis Dreyfus Company,4.0,Agriculture,"Company Culture, Job Security, Work Life Balance",Promotions
Poct Services,3.8,Medical Equipment,"Work Life Balance, Skill Development","Promotions, Salary"
Kirloskar Ebara Pumps,3.6,Industrial Machinery,Work Life Balance,"Promotions, Job Security, Salary"
STPL,3.6,IT Services & Consulting,Work Life Balance,"Promotions, Job Security, Salary"
Spc Life Sciences,3.4,Pharma,"Job Security, Promotions, Company Culture",
Being human,4.3,Fashion & Textile,"Work Life Balance, Company Culture, Work Satisfaction",
Takenaka,4.1,Architecture & Interior Design,"Salary, Company Culture, Skill Development",
Talent Corner HR Services,3.7,Recruitment,"Work Life Balance, Skill Development","Promotions, Job Security"
Evertogen Life Sciences,3.1,Pharma,"Promotions, Company Culture, Work Life Balance",
Kabra Extrusion Technik,3.6,Industrial Machinery,Work Life Balance,"Promotions, Work Satisfaction, Skill Development"
Revlon,3.7,Beauty & Personal Care,Work Life Balance,"Promotions, Salary"
Nium,3.4,FinTech,"Job Security, Promotions, Work Satisfaction",
Apollo Medskills,3.8,Healthcare,Work Life Balance,"Promotions, Job Security, Salary"
UAE Exchange,4.4,FinTech,"Company Culture, Work Life Balance, Work Satisfaction",
Puropale Creations & IT Solutions,4.7,IT Services & Consulting,"Company Culture, Skill Development, Work Life Balance",
ARK Infosolutions,3.8,IT Services & Consulting,Promotions,
KLT Automotive & Tubular Products,3.6,Auto Components,"Promotions, Salary, Company Culture",
e-Centric Solutions,3.3,IT Services & Consulting,"Promotions, Company Culture, Job Security",
Ravindra Bharathi Schools,3.5,Education & Training,"Promotions, Salary, Job Security",
Mobase,3.6,Auto Components,"Promotions, Salary, Company Culture",
Chiripal Industries,3.5,Fashion & Textile,"Company Culture, Promotions, Salary",
Acies,4.0,Software Product,"Salary, Skill Development, Promotions",
Kotak Mahindra Asset Management Company,4.0,Financial Services,"Work Life Balance, Company Culture, Job Security",Promotions
PICL,3.7,Semiconductors,"Promotions, Company Culture, Salary",
Puma Energy,3.0,Power,Salary,"Job Security, Company Culture, Skill Development"
BDG Metal & Power,3.8,Iron & Steel,"Work Life Balance, Skill Development","Promotions, Salary"
Pacific Global Solutions,3.2,Ahmedabad +5 other locations,"Promotions, Salary, Company Culture",
IMMCO,3.2,Kochi +9 other locations,Job Security,"Promotions, Salary, Work Satisfaction"
Hind Terminals,4.0,Logistics,"Job Security, Work Life Balance, Salary",
SKS Business Services,3.1,Accounting & Auditing,"Promotions, Salary, Work Satisfaction",
Ecozen Solutions,4.2,Internet,"Company Culture, Work Life Balance, Work Satisfaction",Promotions
Altruistic Technology Labs,3.5,IT Services & Consulting,"Salary, Promotions, Work Satisfaction",
Jai Beverages,3.5,Beverage,"Promotions, Company Culture, Skill Development",
Outbooks Outsourcing,3.8,Accounting & Auditing,Promotions,
ResearchAyu,4.1,Healthcare,"Salary, Work Satisfaction, Company Culture",
